#ResPipeUI	ARO_accession	ARO_name	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	Antibiotic	Efflux_Component	Efflux_Regulator	CVTERMID	gb	Species	SeqLength
3003223_U00096	ARO:3003223	Escherichia coli 16S rRNA mutation conferring resistance to edeine	16s_rRNA_with_mutation_conferring_resistance_to_peptide_antibiotics	aminoglycoside_antibiotic;glycopeptide_antibiotic;glycylcycline;nucleoside_antibiotic;peptide_antibiotic;tetracycline_antibiotic	antibiotic_target_alteration	astromicin;neomycin;dibekacin;streptothricin;amikacin;gentamicin_C;ribostamycin;butirosin;tigecycline;sisomicin;apramycin;netilmicin;spectinomycin;streptomycin;kanamycin_A;tetracycline;tobramycin;doxycycline;confers_resistance_to_drug__edeine_A;confers_resistance_to_drug__edeine_B;confers_resistance_to_drug__edeine_D;confers_resistance_to_drug__edeine_F;minocycline;hygromycin_B;chlortetracycline;isepamicin;G418;arbekacin;gentamicin_B;paromomycin;demeclocycline;oxytetracycline;bleomycinic_acid;bleomycin_A2;bleomycin_B2;lividomycin_A;lividomycin_B	Unassigned	Unassigned	39807	U00096	Escherichia coli K-12	1542
3003155_LN515534	ARO:3003155	SHV-188	SHV_beta-lactamase	carbapenem;cephalosporin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	39732	LN515534	Klebsiella pneumoniae	873
3003173_LN515535	ARO:3003173	MIR-17	MIR_beta-lactamase	cephalosporin;monobactam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	39750	LN515535	Enterobacter cloacae	1146
3003971_LN623525.1	ARO:3003971	Erm(44)v	Erm_23S_ribosomal_RNA_methyltransferase	lincosamide_antibiotic;macrolide_antibiotic;streptogramin_antibiotic	antibiotic_target_alteration	Unassigned	Unassigned	Unassigned	40752	LN623525.1	Staphylococcus saprophyticus	756
3004595_LN680996.1	ARO:3004595	erm(45)	Erm_23S_ribosomal_RNA_methyltransferase	lincosamide_antibiotic;macrolide_antibiotic;streptogramin_antibiotic	antibiotic_target_alteration	Unassigned	Unassigned	Unassigned	42525	LN680996.1	Staphylococcus fleurettii	738
3004682_LN873256.1	ARO:3004682	aadA27	ANT(3'')	aminoglycoside_antibiotic	antibiotic_inactivation	confers_resistance_to_drug__spectinomycin;confers_resistance_to_drug__streptomycin	Unassigned	Unassigned	42731	LN873256.1	Acinetobacter lwoffii	789
3003790_LN999844.1	ARO:3003790	Enterococcus faecium liaF mutant conferring daptomycin resistance	daptomycin_resistant_liaF	peptide_antibiotic	antibiotic_target_alteration	confers_resistance_to_drug__daptomycin	Unassigned	Unassigned	40475	LN999844.1	Enterococcus faecium	732
3003723_LOCK01000072.1	ARO:3003723	vanI	glycopeptide_resistance_gene_cluster	glycopeptide_antibiotic	antibiotic_target_alteration	Unassigned	Unassigned	Unassigned	40377	LOCK01000072.1	Desulfitobacterium hafniense	1047
3004094_LT223129	ARO:3004094	Erm(48)	Erm_23S_ribosomal_RNA_methyltransferase	lincosamide_antibiotic;macrolide_antibiotic;streptogramin_antibiotic	antibiotic_target_alteration	Unassigned	Unassigned	Unassigned	41202	LT223129	Staphylococcus xylosus	732
3004110_LT598652.1	ARO:3004110	MCR-2.1	MCR_phosphoethanolamine_transferase	peptide_antibiotic	antibiotic_target_alteration	colistin_A;colistin_B	Unassigned	Unassigned	41231	LT598652.1	Escherichia coli	1617
3004054_LT673656.1	ARO:3004054	Pseudomonas aeruginosa CpxR	resistance-nodulation-cell_division_(RND)_antibiotic_efflux_pump	acridine_dye;aminocoumarin_antibiotic;aminoglycoside_antibiotic;antibacterial_free_fatty_acids;carbapenem;cephalosporin;cephamycin;diaminopyrimidine_antibiotic;fluoroquinolone_antibiotic;glycylcycline;macrolide_antibiotic;monobactam;penam;penem;peptide_antibiotic;phenicol_antibiotic;sulfonamide_antibiotic;tetracycline_antibiotic;triclosan	antibiotic_efflux	erythromycin;ciprofloxacin;tetracycline;ceftazidime;ceftriaxone;amoxicillin;meropenem;novobiocin;azithromycin;trimethoprim;sulfamethoxazole;chloramphenicol;aztreonam;colistin_A;colistin_B;ampicillin;panipenem;trimethoprim-sulfamethoxazole	efflux_pump_complex_or_subunit_conferring_antibiotic_resistance	protein(s)_and_two-component_regulatory_system_modulating_antibiotic_efflux	41119	LT673656.1	Pseudomonas aeruginosa	678
3000179_M11036	ARO:3000179	tet(L)	major_facilitator_superfamily_(MFS)_antibiotic_efflux_pump	acridine_dye;antibacterial_free_fatty_acids;benzalkonium_chloride;bicyclomycin;cephalosporin;diaminopyrimidine_antibiotic;fluoroquinolone_antibiotic;fosfomycin;glycylcycline;isoniazid;lincosamide_antibiotic;macrolide_antibiotic;nitroimidazole_antibiotic;nucleoside_antibiotic;oxazolidinone_antibiotic;penam;peptide_antibiotic;phenicol_antibiotic;rhodamine;rifamycin_antibiotic;tetracycline_antibiotic	antibiotic_efflux	confers_resistance_to_drug__tetracycline	efflux_pump_complex_or_subunit_conferring_antibiotic_resistance	Unassigned	36318	M11036	Geobacillus stearothermophilus	1377
3000361_M11277.1	ARO:3000361	EreA	macrolide_esterase	macrolide_antibiotic	antibiotic_inactivation	confers_resistance_to_drug__erythromycin;confers_resistance_to_drug__roxithromycin;confers_resistance_to_drug__clarithromycin	Unassigned	Unassigned	36500	M11277.1	Plasmid pIP1100	1035
3000250_M12730	ARO:3000250	ErmC	Erm_23S_ribosomal_RNA_methyltransferase	lincosamide_antibiotic;macrolide_antibiotic;streptogramin_antibiotic	antibiotic_target_alteration	confers_resistance_to_drug__erythromycin;confers_resistance_to_drug__roxithromycin;confers_resistance_to_drug__lincomycin;confers_resistance_to_drug__telithromycin;confers_resistance_to_drug__clarithromycin;confers_resistance_to_drug__clindamycin;confers_resistance_to_drug__tylosin;confers_resistance_to_drug__spiramycin;confers_resistance_to_drug__azithromycin;confers_resistance_to_drug__dirithromycin;confers_resistance_to_drug__pristinamycin_IA;confers_resistance_to_drug__quinupristin;confers_resistance_to_drug__pristinamycin_IIA;confers_resistance_to_drug__madumycin_II;confers_resistance_to_drug__griseoviridin;confers_resistance_to_drug__dalfopristin;confers_resistance_to_drug__pristinamycin_IB;confers_resistance_to_drug__virginiamycin_S2;confers_resistance_to_drug__vernamycin_B-gamma;confers_resistance_to_drug__vernamycin_C;confers_resistance_to_drug__patricin_A;confers_resistance_to_drug__ostreogrycin_B3;confers_resistance_to_drug__oleandomycin	Unassigned	Unassigned	36389	M12730	Staphylococcus epidermidis	735
3002835_M14039.1	ARO:3002835	lnuA	lincosamide_nucleotidyltransferase_(LNU)	lincosamide_antibiotic	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	39269	M14039.1	Staphylococcus haemolyticus	486
3004699_M16183.1	ARO:3004699	sta	streptothricin_acetyltransferase_(SAT)	nucleoside_antibiotic	antibiotic_inactivation	confers_resistance_to_drug__streptothricin	Unassigned	Unassigned	42751	M16183.1	Streptomyces lavendulae	570
3002823_M16503	ARO:3002823	ErmH	Erm_23S_ribosomal_RNA_methyltransferase	lincosamide_antibiotic;macrolide_antibiotic;streptogramin_antibiotic	antibiotic_target_alteration	Unassigned	Unassigned	Unassigned	39257	M16503	Streptomyces thermotolerans	900
3000498_M17124	ARO:3000498	ErmF	Erm_23S_ribosomal_RNA_methyltransferase	lincosamide_antibiotic;macrolide_antibiotic;streptogramin_antibiotic	antibiotic_target_alteration	confers_resistance_to_drug__erythromycin;confers_resistance_to_drug__roxithromycin;confers_resistance_to_drug__lincomycin;confers_resistance_to_drug__telithromycin;confers_resistance_to_drug__clarithromycin;confers_resistance_to_drug__clindamycin;confers_resistance_to_drug__tylosin;confers_resistance_to_drug__spiramycin;confers_resistance_to_drug__azithromycin;confers_resistance_to_drug__dirithromycin;confers_resistance_to_drug__pristinamycin_IA;confers_resistance_to_drug__quinupristin;confers_resistance_to_drug__pristinamycin_IIA;confers_resistance_to_drug__madumycin_II;confers_resistance_to_drug__griseoviridin;confers_resistance_to_drug__dalfopristin;confers_resistance_to_drug__pristinamycin_IB;confers_resistance_to_drug__virginiamycin_S2;confers_resistance_to_drug__vernamycin_B-gamma;confers_resistance_to_drug__vernamycin_C;confers_resistance_to_drug__patricin_A;confers_resistance_to_drug__ostreogrycin_B3;confers_resistance_to_drug__oleandomycin	Unassigned	Unassigned	36637	M17124	Bacteroides fragilis	801
3000190_M18896.2	ARO:3000190	tetO	tetracycline-resistant_ribosomal_protection_protein	tetracycline_antibiotic	antibiotic_target_protection	confers_resistance_to_drug__tetracycline;confers_resistance_to_drug__doxycycline;confers_resistance_to_drug__minocycline;confers_resistance_to_drug__chlortetracycline;confers_resistance_to_drug__demeclocycline;confers_resistance_to_drug__oxytetracycline	Unassigned	Unassigned	36329	M18896.2	Campylobacter jejuni	1920
3002545_M18967	ARO:3002545	AAC(6')-Ia	AAC(6')	aminoglycoside_antibiotic	antibiotic_inactivation	neomycin;dibekacin;amikacin;sisomicin;netilmicin;kanamycin_A;tobramycin;isepamicin;arbekacin;gentamicin_B	Unassigned	Unassigned	38945	M18967	Plasmid R	558
3001304_M19269	ARO:3001304	ErmS	Erm_23S_ribosomal_RNA_methyltransferase	lincosamide_antibiotic;macrolide_antibiotic;streptogramin_antibiotic	antibiotic_target_alteration	Unassigned	Unassigned	Unassigned	37703	M19269	Streptomyces fradiae	960
3002878_M19530	ARO:3002878	BcII	Bc_beta-lactamase	cephalosporin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	39312	M19530	Bacillus cereus	771
3001307_M20129	ARO:3001307	vgbA	streptogramin_vgb_lyase	streptogramin_antibiotic	antibiotic_inactivation	confers_resistance_to_drug__pristinamycin_IA;confers_resistance_to_drug__quinupristin;confers_resistance_to_drug__pristinamycin_IB;confers_resistance_to_drug__virginiamycin_S2;confers_resistance_to_drug__vernamycin_B-gamma;confers_resistance_to_drug__vernamycin_C;confers_resistance_to_drug__patricin_A;confers_resistance_to_drug__ostreogrycin_B3	Unassigned	Unassigned	37706	M20129	Staphylococcus aureus	900
3002642_M20305	ARO:3002642	APH(3')-Ib	APH(3')	aminoglycoside_antibiotic	antibiotic_inactivation	neomycin;confers_resistance_to_drug__ribostamycin;confers_resistance_to_drug__kanamycin_A;G418;confers_resistance_to_drug__gentamicin_B;confers_resistance_to_drug__paromomycin;confers_resistance_to_drug__lividomycin_A;confers_resistance_to_drug__lividomycin_B	Unassigned	Unassigned	39042	M20305	Plasmid RP4	816
3002650_M22126	ARO:3002650	APH(3')-Vb	APH(3')	aminoglycoside_antibiotic	antibiotic_inactivation	neomycin;confers_resistance_to_drug__ribostamycin;G418;confers_resistance_to_drug__paromomycin	Unassigned	Unassigned	39050	M22126	Streptomyces ribosidificus	792
3002541_M22999	ARO:3002541	AAC(3)-VIIa	AAC(3)	aminoglycoside_antibiotic	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38941	M22999	Streptomyces rimosus	867
3003564_M28303	ARO:3003564	EXO-1	EXO_beta-lactamase	penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	40172	M28303	Streptomyces albus	945
3002654_M29953	ARO:3002654	APH(3')-VIIa	APH(3')	aminoglycoside_antibiotic	antibiotic_inactivation	neomycin;confers_resistance_to_drug__kanamycin_A;G418	Unassigned	Unassigned	39054	M29953	Campylobacter jejuni	753
3003007_M33768	ARO:3003007	bmr	major_facilitator_superfamily_(MFS)_antibiotic_efflux_pump	acridine_dye;antibacterial_free_fatty_acids;benzalkonium_chloride;bicyclomycin;cephalosporin;confers_resistance_to__fluoroquinolone_antibiotic;diaminopyrimidine_antibiotic;fosfomycin;glycylcycline;isoniazid;lincosamide_antibiotic;macrolide_antibiotic;nitroimidazole_antibiotic;nucleoside_antibiotic;oxazolidinone_antibiotic;penam;peptide_antibiotic;phenicol_antibiotic;rhodamine;rifamycin_antibiotic;tetracycline_antibiotic	antibiotic_efflux	confers_resistance_to_drug__acriflavine;confers_resistance_to_drug__puromycin;confers_resistance_to_drug__chloramphenicol	efflux_pump_complex_or_subunit_conferring_antibiotic_resistance	Unassigned	39441	M33768	Bacillus subtilis	1170
3004454_M35190.1	ARO:3004454	Campylobacter coli chloramphenicol acetyltransferase	chloramphenicol_acetyltransferase_(CAT)	phenicol_antibiotic	antibiotic_inactivation	confers_resistance_to_drug__chloramphenicol	Unassigned	Unassigned	41665	M35190.1	Campylobacter coli	624
3000596_M36726.1	ARO:3000596	ErmX	Erm_23S_ribosomal_RNA_methyltransferase	lincosamide_antibiotic;macrolide_antibiotic;streptogramin_antibiotic	antibiotic_target_alteration	confers_resistance_to_drug__erythromycin;confers_resistance_to_drug__roxithromycin;confers_resistance_to_drug__lincomycin;confers_resistance_to_drug__telithromycin;confers_resistance_to_drug__clarithromycin;confers_resistance_to_drug__clindamycin;confers_resistance_to_drug__tylosin;confers_resistance_to_drug__spiramycin;confers_resistance_to_drug__azithromycin;confers_resistance_to_drug__dirithromycin;confers_resistance_to_drug__pristinamycin_IA;confers_resistance_to_drug__quinupristin;confers_resistance_to_drug__pristinamycin_IIA;confers_resistance_to_drug__madumycin_II;confers_resistance_to_drug__griseoviridin;confers_resistance_to_drug__dalfopristin;confers_resistance_to_drug__pristinamycin_IB;confers_resistance_to_drug__virginiamycin_S2;confers_resistance_to_drug__vernamycin_B-gamma;confers_resistance_to_drug__vernamycin_C;confers_resistance_to_drug__patricin_A;confers_resistance_to_drug__ostreogrycin_B3;confers_resistance_to_drug__oleandomycin	Unassigned	Unassigned	36735	M36726.1	Plasmid pNG2	855
3000205_M37699	ARO:3000205	tetX	tetracycline_inactivation_enzyme	glycylcycline;tetracycline_antibiotic	antibiotic_inactivation	confers_resistance_to_drug__tigecycline;confers_resistance_to_drug__tetracycline;confers_resistance_to_drug__doxycycline;confers_resistance_to_drug__minocycline;confers_resistance_to_drug__chlortetracycline;confers_resistance_to_drug__demeclocycline;confers_resistance_to_drug__oxytetracycline	Unassigned	Unassigned	36344	M37699	Bacteroides fragilis	1167
3002166_M37839	ARO:3002166	MIR-1	MIR_beta-lactamase	cephalosporin;monobactam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38566	M37839	Klebsiella pneumoniae	1146
3002542_M55426	ARO:3002542	AAC(3)-VIIIa	AAC(3)	aminoglycoside_antibiotic	antibiotic_inactivation	confers_resistance_to_drug__neomycin	Unassigned	Unassigned	38942	M55426	Streptomyces fradiae	861
3002543_M55427	ARO:3002543	AAC(3)-IXa	AAC(3)	aminoglycoside_antibiotic	antibiotic_inactivation	confers_resistance_to_drug__neomycin	Unassigned	Unassigned	38943	M55427	Micromonospora chalcea	846
3001404_M55547	ARO:3001404	OXA-9	OXA_beta-lactamase	cephalosporin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	37804	M55547	Klebsiella pneumoniae	825
3002687_M55620	ARO:3002687	catQ	chloramphenicol_acetyltransferase_(CAT)	phenicol_antibiotic	antibiotic_inactivation	confers_resistance_to_drug__azidamfenicol;confers_resistance_to_drug__chloramphenicol;confers_resistance_to_drug__thiamphenicol	Unassigned	Unassigned	39121	M55620	Clostridium perfringens	660
3002827_M57437	ARO:3002827	tlrC	ABC-F_ATP-binding_cassette_ribosomal_protection_protein	confers_resistance_to__macrolide_antibiotic;lincosamide_antibiotic;oxazolidinone_antibiotic;phenicol_antibiotic;pleuromutilin_antibiotic;streptogramin_antibiotic;tetracycline_antibiotic	antibiotic_target_protection	Unassigned	Unassigned	Unassigned	39261	M57437	Streptomyces fradiae	1647
3004451_M58472.1	ARO:3004451	Agrobacterium fabrum chloramphenicol acetyltransferase	chloramphenicol_acetyltransferase_(CAT)	phenicol_antibiotic	antibiotic_inactivation	confers_resistance_to_drug__chloramphenicol	Unassigned	Unassigned	41662	M58472.1	Agrobacterium fabrum str. C58	630
3000578_M63556	ARO:3000578	CcrA	CcrA_beta-lactamase	carbapenem	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	36717	M63556	Bacteroides fragilis	750
3000595_M64090	ARO:3000595	ErmT	Erm_23S_ribosomal_RNA_methyltransferase	lincosamide_antibiotic;macrolide_antibiotic;streptogramin_antibiotic	antibiotic_target_alteration	confers_resistance_to_drug__erythromycin;confers_resistance_to_drug__roxithromycin;confers_resistance_to_drug__lincomycin;confers_resistance_to_drug__telithromycin;confers_resistance_to_drug__clarithromycin;confers_resistance_to_drug__clindamycin;confers_resistance_to_drug__tylosin;confers_resistance_to_drug__spiramycin;confers_resistance_to_drug__azithromycin;confers_resistance_to_drug__dirithromycin;confers_resistance_to_drug__pristinamycin_IA;confers_resistance_to_drug__quinupristin;confers_resistance_to_drug__pristinamycin_IIA;confers_resistance_to_drug__madumycin_II;confers_resistance_to_drug__griseoviridin;confers_resistance_to_drug__dalfopristin;confers_resistance_to_drug__pristinamycin_IB;confers_resistance_to_drug__virginiamycin_S2;confers_resistance_to_drug__vernamycin_B-gamma;confers_resistance_to_drug__vernamycin_C;confers_resistance_to_drug__patricin_A;confers_resistance_to_drug__ostreogrycin_B3;confers_resistance_to_drug__oleandomycin	Unassigned	Unassigned	36734	M64090	Plasmid pGT633	735
3004457_M64281.1	ARO:3004457	Staphylococcus intermedius chloramphenicol acetyltransferase	chloramphenicol_acetyltransferase_(CAT)	phenicol_antibiotic	antibiotic_inactivation	confers_resistance_to_drug__chloramphenicol	Unassigned	Unassigned	41668	M64281.1	Staphylococcus intermedius	648
3002693_M64556.1	ARO:3002693	cmlA1	major_facilitator_superfamily_(MFS)_antibiotic_efflux_pump	acridine_dye;antibacterial_free_fatty_acids;benzalkonium_chloride;bicyclomycin;cephalosporin;diaminopyrimidine_antibiotic;fluoroquinolone_antibiotic;fosfomycin;glycylcycline;isoniazid;lincosamide_antibiotic;macrolide_antibiotic;nitroimidazole_antibiotic;nucleoside_antibiotic;oxazolidinone_antibiotic;penam;peptide_antibiotic;phenicol_antibiotic;rhodamine;rifamycin_antibiotic;tetracycline_antibiotic	antibiotic_efflux	confers_resistance_to_drug__chloramphenicol	efflux_pump_complex_or_subunit_conferring_antibiotic_resistance	Unassigned	39127	M64556.1	Pseudomonas aeruginosa	1260
3002630_M69221.1	ARO:3002630	ANT(9)-Ia	ANT(9)	aminoglycoside_antibiotic	antibiotic_inactivation	confers_resistance_to_drug__spectinomycin	Unassigned	Unassigned	39030	M69221.1	Enterococcus faecalis	768
3004683_M72415.1	ARO:3004683	aadS	ANT(6)	aminoglycoside_antibiotic	antibiotic_inactivation	confers_resistance_to_drug__streptomycin	Unassigned	Unassigned	42732	M72415.1	Transposon Tn4551	864
3004652_M74717.1	ARO:3004652	Erm(O)-lrm	Erm_23S_ribosomal_RNA_methyltransferase	lincosamide_antibiotic;macrolide_antibiotic;streptogramin_antibiotic	antibiotic_target_alteration	Unassigned	Unassigned	Unassigned	42681	M74717.1	Streptomyces lividans	783
3002817_M80346	ARO:3002817	carA	ABC-F_ATP-binding_cassette_ribosomal_protection_protein	confers_resistance_to__macrolide_antibiotic;lincosamide_antibiotic;oxazolidinone_antibiotic;phenicol_antibiotic;pleuromutilin_antibiotic;streptogramin_antibiotic;tetracycline_antibiotic	antibiotic_target_protection	Unassigned	Unassigned	Unassigned	39251	M80346	Streptomyces thermotolerans	1656
3002540_M88012	ARO:3002540	AAC(3)-VIa	AAC(3)	aminoglycoside_antibiotic	antibiotic_inactivation	confers_resistance_to_drug__gentamicin_C;confers_resistance_to_drug__gentamicin_B	Unassigned	Unassigned	38940	M88012	Enterobacter cloacae	900
3000884_M88143	ARO:3000884	TEM-12	TEM_beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	37264	M88143	Klebsiella oxytoca	861
3002829_M90056.1	ARO:3002829	vgaA	ABC-F_ATP-binding_cassette_ribosomal_protection_protein	lincosamide_antibiotic;macrolide_antibiotic;oxazolidinone_antibiotic;phenicol_antibiotic;pleuromutilin_antibiotic;streptogramin_antibiotic;tetracycline_antibiotic	antibiotic_target_protection	pristinamycin_IIA;madumycin_II;griseoviridin;dalfopristin;pleuromutilin	Unassigned	Unassigned	39263	M90056.1	Staphylococcus aureus	1569
3002674_M93113	ARO:3002674	Clostridium butyricum catB	chloramphenicol_acetyltransferase_(CAT)	phenicol_antibiotic	antibiotic_inactivation	confers_resistance_to_drug__azidamfenicol;confers_resistance_to_drug__chloramphenicol;confers_resistance_to_drug__thiamphenicol	Unassigned	Unassigned	39108	M93113	Clostridium butyricum	660
3002549_M94066	ARO:3002549	AAC(6')-Ic	AAC(6')	aminoglycoside_antibiotic	antibiotic_inactivation	neomycin;dibekacin;amikacin;sisomicin;netilmicin;kanamycin_A;tobramycin;isepamicin;arbekacin;gentamicin_B	Unassigned	Unassigned	38949	M94066	Serratia marcescens	441
3001397_M95287.4	ARO:3001397	OXA-2	OXA_beta-lactamase	carbapenem;cephalosporin;penam	antibiotic_inactivation	confers_resistance_to_drug__ceftazidime;confers_resistance_to_drug__amoxicillin;confers_resistance_to_drug__meropenem;confers_resistance_to_drug__ampicillin	Unassigned	Unassigned	37797	M95287.4	Plasmid R46	828
3002534_M97172	ARO:3002534	AAC(3)-IIb	AAC(3)	aminoglycoside_antibiotic	antibiotic_inactivation	confers_resistance_to_drug__amikacin;confers_resistance_to_drug__gentamicin_C;confers_resistance_to_drug__gentamicin_B	Unassigned	Unassigned	38934	M97172	Serratia marcescens	810
3002962_M97297	ARO:3002962	vanZA	glycopeptide_resistance_gene_cluster	glycopeptide_antibiotic	antibiotic_target_alteration	vancomycin;teicoplanin	Unassigned	Unassigned	39396	M97297	Enterococcus faecium	486
3002919_M97297	ARO:3002919	vanRA	glycopeptide_resistance_gene_cluster	glycopeptide_antibiotic	antibiotic_target_alteration	vancomycin;teicoplanin	Unassigned	Unassigned	39353	M97297	Enterococcus faecium	696
3002931_M97297	ARO:3002931	vanSA	glycopeptide_resistance_gene_cluster	glycopeptide_antibiotic	antibiotic_target_alteration	vancomycin;teicoplanin	Unassigned	Unassigned	39365	M97297	Enterococcus faecium	1155
3002942_M97297	ARO:3002942	vanHA	glycopeptide_resistance_gene_cluster	glycopeptide_antibiotic	antibiotic_target_alteration	vancomycin;teicoplanin	Unassigned	Unassigned	39376	M97297	Enterococcus faecium	969
3000010_M97297	ARO:3000010	vanA	glycopeptide_resistance_gene_cluster	glycopeptide_antibiotic	antibiotic_target_alteration	vancomycin;teicoplanin	Unassigned	Unassigned	36019	M97297	Enterococcus faecium	1032
3002949_M97297	ARO:3002949	vanXA	glycopeptide_resistance_gene_cluster	glycopeptide_antibiotic	antibiotic_target_alteration	vancomycin;teicoplanin	Unassigned	Unassigned	39383	M97297	Enterococcus faecium	609
3002955_M97297	ARO:3002955	vanYA	glycopeptide_resistance_gene_cluster	glycopeptide_antibiotic	antibiotic_target_alteration	vancomycin;teicoplanin	Unassigned	Unassigned	39389	M97297	Enterococcus faecium	912
3002624_M98270	ARO:3002624	ANT(4')-IIa	ANT(4')	aminoglycoside_antibiotic	antibiotic_inactivation	neomycin;ribostamycin;kanamycin_A;tobramycin;isepamicin;G418;gentamicin_B;paromomycin;lividomycin_A;lividomycin_B	Unassigned	Unassigned	39024	M98270	Pseudomonas aeruginosa	759
3004470_MF095097.1	ARO:3004470	poxtA	ABC-F_ATP-binding_cassette_ribosomal_protection_protein	lincosamide_antibiotic;macrolide_antibiotic;oxazolidinone_antibiotic;phenicol_antibiotic;pleuromutilin_antibiotic;streptogramin_antibiotic;tetracycline_antibiotic	antibiotic_target_protection	confers_resistance_to_drug__tetracycline;confers_resistance_to_drug__doxycycline;confers_resistance_to_drug__linezolid;confers_resistance_to_drug__chloramphenicol;confers_resistance_to_drug__florfenicol	Unassigned	Unassigned	41688	MF095097.1	Staphylococcus aureus	1629
3004506_MF176238.1	ARO:3004506	MCR-1.10	MCR_phosphoethanolamine_transferase	peptide_antibiotic	antibiotic_target_alteration	colistin_A;colistin_B	Unassigned	Unassigned	42214	MF176238.1	Moraxella sp. MSG13-C03	1626
3004502_MF176239.1	ARO:3004502	MCR-2.2	MCR_phosphoethanolamine_transferase	peptide_antibiotic	antibiotic_target_alteration	colistin_A;colistin_B	Unassigned	Unassigned	42208	MF176239.1	Moraxella pluranimalium	1617
3004501_MF176240.1	ARO:3004501	MCR-6.1	MCR_phosphoethanolamine_transferase	peptide_antibiotic	antibiotic_target_alteration	colistin_A;colistin_B	Unassigned	Unassigned	42206	MF176240.1	Moraxella sp. MSG47-C17	1617
3004571_MF445022.1	ARO:3004571	PNGM-1	PNGM_beta-lactamase	carbapenem;cephalosporin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	42480	MF445022.1	uncultured bacterium	1161
3004505_MF489760.1	ARO:3004505	MCR-3.5	MCR_phosphoethanolamine_transferase	peptide_antibiotic	antibiotic_target_alteration	colistin_A;colistin_B	Unassigned	Unassigned	42213	MF489760.1	Escherichia coli	1626
3004662_MF495680.1	ARO:3004662	MCR-3.3	MCR_phosphoethanolamine_transferase	peptide_antibiotic	antibiotic_target_alteration	colistin_A;colistin_B	Unassigned	Unassigned	42705	MF495680.1	Aeromonas veronii	1623
3004464_MF543129.1	ARO:3004464	CFE-2	CMY_beta-lactamase	cephamycin	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	41680	MF543129.1	Citrobacter freundii	1146
3004325_MF543359.1	ARO:3004325	MCR-4.1	MCR_phosphoethanolamine_transferase	peptide_antibiotic	antibiotic_target_alteration	colistin_A;colistin_B	Unassigned	Unassigned	41492	MF543359.1	Salmonella sp.	1626
3004503_MF598076.1	ARO:3004503	MCR-3.6	MCR_phosphoethanolamine_transferase	peptide_antibiotic	antibiotic_target_alteration	colistin_A;colistin_B	Unassigned	Unassigned	42210	MF598076.1	Aeromonas allosaccharophila	1623
3004510_MF598077.1	ARO:3004510	MCR-3.7	MCR_phosphoethanolamine_transferase	peptide_antibiotic	antibiotic_target_alteration	colistin_A;colistin_B	Unassigned	Unassigned	42219	MF598077.1	Aeromonas media	1626
3004509_MF598079.1	ARO:3004509	MCR-3.8	MCR_phosphoethanolamine_transferase	peptide_antibiotic	antibiotic_target_alteration	colistin_A;colistin_B	Unassigned	Unassigned	42218	MF598079.1	Aeromonas hydrophila	1623
3004508_MF598080.1	ARO:3004508	MCR-3.9	MCR_phosphoethanolamine_transferase	peptide_antibiotic	antibiotic_target_alteration	colistin_A;colistin_B	Unassigned	Unassigned	42217	MF598080.1	Aeromonas hydrophila	1626
3004695_MG026621.1	ARO:3004695	MCR-4.3	MCR_phosphoethanolamine_transferase	peptide_antibiotic	antibiotic_target_alteration	colistin_A;colistin_B	Unassigned	Unassigned	42747	MG026621.1	Enterobacter cloacae	1626
3004504_MG214531.1	ARO:3004504	MCR-3.10	MCR_phosphoethanolamine_transferase	peptide_antibiotic	antibiotic_target_alteration	colistin_A;colistin_B	Unassigned	Unassigned	42212	MG214531.1	Aeromonas caviae	1626
3004517_MG267386.1	ARO:3004517	MCR-7.1	MCR_phosphoethanolamine_transferase	peptide_antibiotic	antibiotic_target_alteration	colistin_A;colistin_B	Unassigned	Unassigned	42226	MG267386.1	Klebsiella pneumoniae	1620
3004690_MG384739.1	ARO:3004690	MCR-1.13	MCR_phosphoethanolamine_transferase	peptide_antibiotic	antibiotic_target_alteration	colistin_A;colistin_B	Unassigned	Unassigned	42742	MG384739.1	Escherichia coli	1626
3004698_MG384740.1	ARO:3004698	MCR-5.2	MCR_phosphoethanolamine_transferase	peptide_antibiotic	antibiotic_target_alteration	colistin_A;colistin_B	Unassigned	Unassigned	42750	MG384740.1	Escherichia coli	1641
